mode,a,b,op,true_result,pred_result,correct,sign_correct,thousands_correct,hundreds_correct,tens_correct,units_correct,has_carry_or_borrow,n_carries_or_borrows,operand_length
forward,924,7,-,917,917,True,True,True,True,True,True,True,1,3
forward,910,903,-,7,3,False,True,True,True,True,False,False,0,3
forward,255,23,-,232,232,True,True,True,True,True,True,False,0,3
forward,382,88,-,294,294,True,True,True,True,True,True,True,2,3
forward,303,840,+,1143,1143,True,True,True,True,True,True,True,1,3
forward,781,534,-,247,247,True,True,True,True,True,True,True,1,3
forward,674,17,+,691,691,True,True,True,True,True,True,True,1,3
forward,677,39,-,638,638,True,True,True,True,True,True,True,1,3
forward,908,39,-,869,869,True,True,True,True,True,True,True,2,3
forward,161,59,-,102,102,True,True,True,True,True,True,True,1,3
forward,970,369,-,601,601,True,True,True,True,True,True,True,1,3
forward,766,166,-,600,600,True,True,True,True,True,True,False,0,3
forward,107,865,-,-758,-758,True,True,True,True,True,True,True,1,3
forward,152,893,-,-741,-741,True,True,True,True,True,True,True,2,3
forward,709,82,-,627,627,True,True,True,True,True,True,True,1,3
forward,887,830,+,1717,1717,True,True,True,True,True,True,True,2,3
forward,843,235,-,608,608,True,True,True,True,True,True,True,1,3
forward,875,177,-,698,698,True,True,True,True,True,True,True,2,3
forward,675,252,+,927,927,True,True,True,True,True,True,True,1,3
forward,265,28,-,237,237,True,True,True,True,True,True,True,1,3
forward,465,974,-,-509,-509,True,True,True,True,True,True,True,1,3
forward,433,104,-,329,329,True,True,True,True,True,True,True,1,3
forward,805,547,-,258,258,True,True,True,True,True,True,True,2,3
forward,941,921,+,1862,1862,True,True,True,True,True,True,True,1,3
forward,42,896,-,-854,-854,True,True,True,True,True,True,True,2,3
forward,892,669,+,1561,1561,True,True,True,True,True,True,True,3,3
forward,895,952,+,1847,1847,True,True,True,True,True,True,True,2,3
forward,855,974,+,1829,1829,True,True,True,True,True,True,True,2,3
forward,512,45,-,467,467,True,True,True,True,True,True,True,2,3
forward,463,786,-,-323,-323,True,True,True,True,True,True,True,2,3
forward,670,517,-,153,153,True,True,True,True,True,True,True,1,3
forward,677,980,-,-303,-303,True,True,True,True,True,True,True,1,3
forward,752,810,-,-58,-58,True,True,True,True,True,True,False,0,3
forward,516,645,-,-129,-129,True,True,True,True,True,True,True,1,3
forward,102,280,+,382,382,True,True,True,True,True,True,False,0,3
forward,264,489,-,-225,-225,True,True,True,True,True,True,True,2,3
forward,246,166,-,80,80,True,True,True,True,True,True,True,1,3
forward,479,454,+,933,933,True,True,True,True,True,True,True,2,3
forward,707,959,-,-252,-252,True,True,True,True,True,True,True,2,3
forward,563,558,+,1121,1121,True,True,True,True,True,True,True,3,3
forward,550,928,-,-378,-378,True,True,True,True,True,True,True,1,3
forward,361,336,+,697,697,True,True,True,True,True,True,False,0,3
forward,666,922,+,1588,1588,True,True,True,True,True,True,True,1,3
forward,172,543,-,-371,-371,True,True,True,True,True,True,True,1,3
forward,42,959,+,1001,1001,True,True,True,True,True,True,True,3,3
forward,715,891,+,1606,1606,True,True,True,True,True,True,True,2,3
forward,505,603,+,1108,1108,True,True,True,True,True,True,True,1,3
forward,64,256,+,320,320,True,True,True,True,True,True,True,2,3
forward,881,475,+,1356,1356,True,True,True,True,True,True,True,2,3
forward,938,182,-,756,756,True,True,True,True,True,True,True,1,3
forward,252,802,-,-550,-550,True,True,True,True,True,True,False,0,3
forward,414,537,-,-123,-123,True,True,True,True,True,True,True,2,3
forward,725,987,-,-262,-262,True,True,True,True,True,True,True,2,3
forward,886,662,-,224,224,True,True,True,True,True,True,False,0,3
forward,260,75,+,335,335,True,True,True,True,True,True,True,1,3
forward,869,541,-,328,338,False,True,True,True,False,True,False,0,3
forward,892,454,+,1346,1346,True,True,True,True,True,True,True,2,3
forward,898,961,+,1859,1859,True,True,True,True,True,True,True,2,3
forward,396,705,+,1101,1101,True,True,True,True,True,True,True,3,3
forward,227,307,-,-80,-80,True,True,True,True,True,True,False,0,3
forward,16,321,-,-305,-305,True,True,True,True,True,True,True,1,3
forward,364,8,-,356,356,True,True,True,True,True,True,True,1,3
forward,85,748,-,-663,-663,True,True,True,True,True,True,True,1,3
forward,504,791,-,-287,-287,True,True,True,True,True,True,True,1,3
forward,47,10,-,37,37,True,True,True,True,True,True,False,0,2
forward,333,279,+,612,612,True,True,True,True,True,True,True,2,3
forward,266,224,-,42,42,True,True,True,True,True,True,False,0,3
forward,122,548,+,670,670,True,True,True,True,True,True,True,1,3
forward,63,156,-,-93,-93,True,True,True,True,True,True,True,1,3
forward,415,95,+,510,510,True,True,True,True,True,True,True,2,3
forward,613,866,-,-253,-253,True,True,True,True,True,True,True,2,3
forward,665,71,+,736,736,True,True,True,True,True,True,True,1,3
forward,16,28,+,44,34,False,True,True,True,False,True,True,1,2
forward,225,352,-,-127,-127,True,True,True,True,True,True,True,1,3
forward,853,223,-,630,630,True,True,True,True,True,True,False,0,3
forward,810,6,-,804,804,True,True,True,True,True,True,True,1,3
forward,871,938,+,1809,1809,True,True,True,True,True,True,True,2,3
forward,58,402,+,460,460,True,True,True,True,True,True,True,1,3
forward,899,169,+,1068,1068,True,True,True,True,True,True,True,3,3
forward,880,332,+,1212,1212,True,True,True,True,True,True,True,2,3
forward,204,464,+,668,668,True,True,True,True,True,True,False,0,3
forward,561,227,-,334,334,True,True,True,True,True,True,True,1,3
forward,849,179,+,1028,1028,True,True,True,True,True,True,True,3,3
forward,393,479,+,872,872,True,True,True,True,True,True,True,2,3
forward,765,378,+,1143,1143,True,True,True,True,True,True,True,3,3
forward,602,608,-,-6,-3,False,True,True,True,True,False,False,0,3
forward,751,166,-,585,585,True,True,True,True,True,True,True,2,3
forward,454,525,-,-71,-71,True,True,True,True,True,True,False,0,3
forward,195,293,+,488,488,True,True,True,True,True,True,True,1,3
forward,10,814,+,824,824,True,True,True,True,True,True,False,0,3
forward,872,632,-,240,240,True,True,True,True,True,True,False,0,3
forward,186,416,-,-230,-230,True,True,True,True,True,True,False,0,3
forward,702,868,-,-166,-166,True,True,True,True,True,True,True,2,3
forward,849,15,+,864,864,True,True,True,True,True,True,True,1,3
forward,372,220,+,592,592,True,True,True,True,True,True,False,0,3
forward,658,441,+,1099,1099,True,True,True,True,True,True,True,1,3
forward,760,625,+,1385,1385,True,True,True,True,True,True,True,1,3
forward,419,715,-,-296,-296,True,True,True,True,True,True,False,0,3
forward,546,433,-,113,113,True,True,True,True,True,True,False,0,3
forward,474,202,-,272,272,True,True,True,True,True,True,False,0,3
forward,4,322,-,-318,-318,True,True,True,True,True,True,True,1,3
forward,378,591,+,969,969,True,True,True,True,True,True,True,1,3
forward,524,223,+,747,747,True,True,True,True,True,True,False,0,3
forward,593,278,-,315,315,True,True,True,True,True,True,True,1,3
forward,477,190,-,287,287,True,True,True,True,True,True,True,1,3
forward,601,984,+,1585,1585,True,True,True,True,True,True,True,1,3
forward,699,464,+,1163,1163,True,True,True,True,True,True,True,3,3
forward,966,474,+,1440,1440,True,True,True,True,True,True,True,3,3
forward,531,580,-,-49,-49,True,True,True,True,True,True,True,1,3
forward,390,708,-,-318,-318,True,True,True,True,True,True,True,1,3
forward,96,18,+,114,114,True,True,True,True,True,True,True,2,2
forward,43,493,-,-450,-450,True,True,True,True,True,True,True,1,3
forward,473,483,+,956,956,True,True,True,True,True,True,True,1,3
forward,622,457,+,1079,1079,True,True,True,True,True,True,True,1,3
forward,764,982,+,1746,1746,True,True,True,True,True,True,True,2,3
forward,437,425,-,12,12,True,True,True,True,True,True,False,0,3
forward,70,381,-,-311,-311,True,True,True,True,True,True,True,2,3
forward,36,391,-,-355,-355,True,True,True,True,True,True,True,1,3
forward,135,707,-,-572,-572,True,True,True,True,True,True,True,1,3
forward,385,370,-,15,15,True,True,True,True,True,True,False,0,3
forward,655,343,+,998,998,True,True,True,True,True,True,False,0,3
forward,591,772,+,1363,1363,True,True,True,True,True,True,True,2,3
forward,21,138,+,159,159,True,True,True,True,True,True,False,0,3
forward,345,760,-,-415,-415,True,True,True,True,True,True,True,1,3
forward,851,967,-,-116,-116,True,True,True,True,True,True,True,2,3
forward,458,284,-,174,174,True,True,True,True,True,True,True,1,3
forward,477,647,-,-170,-170,True,True,True,True,True,True,False,0,3
forward,835,935,+,1770,1770,True,True,True,True,True,True,True,2,3
forward,858,887,-,-29,-29,True,True,True,True,True,True,True,1,3
forward,463,354,+,817,817,True,True,True,True,True,True,True,1,3
forward,615,321,+,936,936,True,True,True,True,True,True,False,0,3
forward,988,428,-,560,560,True,True,True,True,True,True,False,0,3
forward,205,860,+,1065,1065,True,True,True,True,True,True,True,1,3
forward,673,505,-,168,168,True,True,True,True,True,True,True,1,3
forward,873,767,+,1640,1640,True,True,True,True,True,True,True,3,3
forward,563,200,-,363,363,True,True,True,True,True,True,False,0,3
forward,729,211,+,940,940,True,True,True,True,True,True,True,1,3
forward,15,772,-,-757,-757,True,True,True,True,True,True,True,1,3
forward,381,590,-,-209,-209,True,True,True,True,True,True,True,1,3
forward,529,695,+,1224,1224,True,True,True,True,True,True,True,3,3
forward,881,35,-,846,846,True,True,True,True,True,True,True,1,3
forward,516,537,+,1053,1053,True,True,True,True,True,True,True,2,3
forward,435,843,-,-408,-408,True,True,True,True,True,True,True,1,3
forward,204,901,+,1105,1105,True,True,True,True,True,True,True,1,3
forward,367,740,+,1107,1107,True,True,True,True,True,True,True,2,3
forward,714,210,+,924,924,True,True,True,True,True,True,False,0,3
forward,864,633,+,1497,1497,True,True,True,True,True,True,True,1,3
forward,688,597,+,1285,1185,False,True,True,False,True,True,True,3,3
forward,955,78,-,877,877,True,True,True,True,True,True,True,2,3
forward,636,845,+,1481,1481,True,True,True,True,True,True,True,2,3
forward,331,925,+,1256,1256,True,True,True,True,True,True,True,1,3
forward,594,202,+,796,796,True,True,True,True,True,True,False,0,3
forward,904,55,+,959,959,True,True,True,True,True,True,False,0,3
forward,625,2,-,623,623,True,True,True,True,True,True,False,0,3
forward,144,828,-,-684,-684,True,True,True,True,True,True,True,1,3
forward,807,191,+,998,998,True,True,True,True,True,True,False,0,3
forward,90,783,-,-693,-693,True,True,True,True,True,True,True,1,3
forward,675,878,-,-203,-203,True,True,True,True,True,True,True,2,3
forward,21,223,+,244,244,True,True,True,True,True,True,False,0,3
forward,762,281,-,481,481,True,True,True,True,True,True,True,1,3
forward,474,970,+,1444,1444,True,True,True,True,True,True,True,2,3
forward,618,828,-,-210,-210,True,True,True,True,True,True,True,1,3
forward,4,775,+,779,779,True,True,True,True,True,True,False,0,3
forward,998,573,+,1571,1571,True,True,True,True,True,True,True,3,3
forward,926,297,+,1223,1223,True,True,True,True,True,True,True,3,3
forward,667,198,-,469,469,True,True,True,True,True,True,True,2,3
forward,665,426,+,1091,1091,True,True,True,True,True,True,True,2,3
forward,243,979,-,-736,-736,True,True,True,True,True,True,True,2,3
forward,315,351,-,-36,-36,True,True,True,True,True,True,True,1,3
forward,760,892,-,-132,-132,True,True,True,True,True,True,True,2,3
forward,441,604,-,-163,-163,True,True,True,True,True,True,True,1,3
forward,819,744,+,1563,1563,True,True,True,True,True,True,True,2,3
forward,316,504,-,-188,-188,True,True,True,True,True,True,False,0,3
forward,910,132,-,778,778,True,True,True,True,True,True,True,2,3
forward,874,495,-,379,379,True,True,True,True,True,True,True,2,3
forward,343,426,-,-83,-83,True,True,True,True,True,True,False,0,3
forward,665,457,-,208,208,True,True,True,True,True,True,True,1,3
forward,41,28,-,13,13,True,True,True,True,True,True,True,1,2
forward,234,580,-,-346,-346,True,True,True,True,True,True,True,1,3
forward,229,615,-,-386,-386,True,True,True,True,True,True,False,0,3
forward,328,626,-,-298,-298,True,True,True,True,True,True,False,0,3
forward,922,400,-,522,522,True,True,True,True,True,True,False,0,3
forward,67,656,-,-589,-589,True,True,True,True,True,True,False,0,3
forward,162,556,-,-394,-394,True,True,True,True,True,True,True,1,3
forward,317,126,-,191,191,True,True,True,True,True,True,True,1,3
forward,467,775,+,1242,1242,True,True,True,True,True,True,True,3,3
forward,567,264,-,303,303,True,True,True,True,True,True,False,0,3
forward,311,233,+,544,544,True,True,True,True,True,True,False,0,3
forward,55,17,+,72,72,True,True,True,True,True,True,True,1,2
forward,298,294,-,4,3,False,True,True,True,True,False,False,0,3
forward,77,882,-,-805,-805,True,True,True,True,True,True,True,1,3
forward,812,555,+,1367,1367,True,True,True,True,True,True,True,1,3
forward,731,802,-,-71,-71,True,True,True,True,True,True,False,0,3
forward,216,469,+,685,685,True,True,True,True,True,True,True,1,3
forward,713,994,+,1707,1707,True,True,True,True,True,True,True,2,3
forward,439,463,-,-24,-24,True,True,True,True,True,True,True,1,3
forward,311,503,-,-192,-192,True,True,True,True,True,True,True,1,3
forward,395,711,-,-316,-316,True,True,True,True,True,True,False,0,3
forward,141,374,-,-233,-233,True,True,True,True,True,True,True,2,3
forward,69,268,+,337,337,True,True,True,True,True,True,True,2,3
forward,664,865,+,1529,1529,True,True,True,True,True,True,True,2,3
forward,68,485,+,553,553,True,True,True,True,True,True,True,2,3
forward,560,657,-,-97,-97,True,True,True,True,True,True,False,0,3
forward,536,473,+,1009,1009,True,True,True,True,True,True,True,2,3
forward,609,492,+,1101,1101,True,True,True,True,True,True,True,3,3
forward,366,947,+,1313,1313,True,True,True,True,True,True,True,3,3
forward,674,347,-,327,327,True,True,True,True,True,True,True,1,3
forward,134,578,+,712,712,True,True,True,True,True,True,True,2,3
forward,90,815,+,905,905,True,True,True,True,True,True,True,1,3
forward,825,275,-,550,550,True,True,True,True,True,True,True,1,3
forward,860,998,-,-138,-138,True,True,True,True,True,True,True,2,3
forward,62,866,-,-804,-804,True,True,True,True,True,True,True,2,3
forward,743,319,+,1062,1062,True,True,True,True,True,True,True,2,3
forward,209,915,-,-706,-706,True,True,True,True,True,True,True,1,3
forward,698,353,+,1051,1051,True,True,True,True,True,True,True,3,3
forward,278,46,-,232,232,True,True,True,True,True,True,False,0,3
forward,340,673,-,-333,-333,True,True,True,True,True,True,True,2,3
forward,208,326,+,534,534,True,True,True,True,True,True,True,1,3
forward,624,438,+,1062,1062,True,True,True,True,True,True,True,2,3
forward,168,756,-,-588,-588,True,True,True,True,True,True,False,0,3
forward,86,624,-,-538,-538,True,True,True,True,True,True,False,0,3
forward,904,872,+,1776,1776,True,True,True,True,True,True,True,1,3
forward,191,584,-,-393,-393,True,True,True,True,True,True,True,1,3
forward,27,740,-,-713,-713,True,True,True,True,True,True,True,1,3
forward,90,213,-,-123,-123,True,True,True,True,True,True,True,1,3
forward,578,211,-,367,367,True,True,True,True,True,True,False,0,3
forward,465,648,+,1113,1113,True,True,True,True,True,True,True,3,3
forward,843,761,+,1604,1604,True,True,True,True,True,True,True,2,3
forward,305,199,-,106,106,True,True,True,True,True,True,True,2,3
forward,853,80,-,773,773,True,True,True,True,True,True,True,1,3
forward,99,477,-,-378,-378,True,True,True,True,True,True,False,0,3
forward,750,351,-,399,399,True,True,True,True,True,True,True,2,3
forward,590,880,+,1470,1470,True,True,True,True,True,True,True,2,3
forward,207,704,+,911,911,True,True,True,True,True,True,True,1,3
forward,320,437,+,757,757,True,True,True,True,True,True,False,0,3
forward,270,399,+,669,669,True,True,True,True,True,True,True,1,3
forward,387,71,-,316,316,True,True,True,True,True,True,False,0,3
forward,456,802,-,-346,-346,True,True,True,True,True,True,False,0,3
forward,357,662,+,1019,1019,True,True,True,True,True,True,True,2,3
forward,708,627,+,1335,1335,True,True,True,True,True,True,True,2,3
forward,645,315,+,960,960,True,True,True,True,True,True,True,1,3
forward,188,973,-,-785,-785,True,True,True,True,True,True,False,0,3
forward,816,493,+,1309,1309,True,True,True,True,True,True,True,2,3
forward,373,24,+,397,397,True,True,True,True,True,True,False,0,3
forward,379,859,+,1238,1238,True,True,True,True,True,True,True,3,3
forward,319,352,+,671,671,True,True,True,True,True,True,True,1,3
forward,377,46,+,423,423,True,True,True,True,True,True,True,2,3
forward,958,467,+,1425,1425,True,True,True,True,True,True,True,3,3
forward,760,518,+,1278,1278,True,True,True,True,True,True,True,1,3
forward,92,228,+,320,320,True,True,True,True,True,True,True,2,3
forward,494,853,+,1347,1347,True,True,True,True,True,True,True,2,3
forward,460,64,-,396,396,True,True,True,True,True,True,True,2,3
forward,611,798,+,1409,1409,True,True,True,True,True,True,True,2,3
forward,173,22,+,195,195,True,True,True,True,True,True,False,0,3
forward,993,182,-,811,811,True,True,True,True,True,True,False,0,3
forward,453,139,-,314,314,True,True,True,True,True,True,True,1,3
forward,328,805,-,-477,-477,True,True,True,True,True,True,False,0,3
forward,760,232,-,528,528,True,True,True,True,True,True,True,1,3
forward,707,922,+,1629,1629,True,True,True,True,True,True,True,1,3
forward,663,990,+,1653,1653,True,True,True,True,True,True,True,2,3
forward,973,927,-,46,46,True,True,True,True,True,True,False,0,3
forward,288,624,+,912,912,True,True,True,True,True,True,True,2,3
forward,947,16,-,931,931,True,True,True,True,True,True,False,0,3
forward,818,673,+,1491,1491,True,True,True,True,True,True,True,2,3
forward,413,839,+,1252,1252,True,True,True,True,True,True,True,2,3
forward,923,159,-,764,764,True,True,True,True,True,True,True,2,3
forward,906,89,+,995,995,True,True,True,True,True,True,True,1,3
forward,96,31,+,127,127,True,True,True,True,True,True,True,1,2
forward,603,119,-,484,484,True,True,True,True,True,True,True,2,3
forward,143,750,-,-607,-607,True,True,True,True,True,True,True,1,3
forward,91,347,+,438,438,True,True,True,True,True,True,True,1,3
forward,534,30,-,504,504,True,True,True,True,True,True,False,0,3
forward,844,620,+,1464,1464,True,True,True,True,True,True,True,1,3
forward,359,725,+,1084,1084,True,True,True,True,True,True,True,2,3
forward,968,963,+,1931,1931,True,True,True,True,True,True,True,3,3
forward,202,612,+,814,814,True,True,True,True,True,True,False,0,3
forward,513,727,-,-214,-214,True,True,True,True,True,True,True,2,3
forward,822,261,+,1083,1083,True,True,True,True,True,True,True,1,3
forward,487,297,+,784,784,True,True,True,True,True,True,True,2,3
forward,409,219,+,628,628,True,True,True,True,True,True,True,1,3
forward,861,190,-,671,671,True,True,True,True,True,True,True,1,3
forward,0,596,-,-596,-596,True,True,True,True,True,True,True,2,3
forward,629,824,+,1453,1453,True,True,True,True,True,True,True,2,3
forward,426,193,+,619,619,True,True,True,True,True,True,True,1,3
forward,233,678,-,-445,-445,True,True,True,True,True,True,True,2,3
forward,628,990,+,1618,1618,True,True,True,True,True,True,True,2,3
forward,10,830,-,-820,-810,False,True,True,True,False,True,True,1,3
forward,403,835,+,1238,1238,True,True,True,True,True,True,True,1,3
forward,808,957,-,-149,-149,True,True,True,True,True,True,True,1,3
forward,303,940,-,-637,-637,True,True,True,True,True,True,True,1,3
forward,420,894,+,1314,1314,True,True,True,True,True,True,True,2,3
forward,697,798,+,1495,1495,True,True,True,True,True,True,True,3,3
forward,838,994,-,-156,-156,True,True,True,True,True,True,True,1,3
forward,856,580,-,276,276,True,True,True,True,True,True,True,1,3
forward,286,982,-,-696,-696,True,True,True,True,True,True,False,0,3
forward,977,612,+,1589,1589,True,True,True,True,True,True,True,1,3
forward,644,38,+,682,682,True,True,True,True,True,True,True,1,3
forward,862,762,+,1624,1624,True,True,True,True,True,True,True,2,3
forward,493,837,-,-344,-344,True,True,True,True,True,True,True,1,3
forward,983,949,+,1932,1932,True,True,True,True,True,True,True,3,3
forward,319,330,+,649,649,True,True,True,True,True,True,False,0,3
forward,894,806,-,88,88,True,True,True,True,True,True,False,0,3
forward,965,868,+,1833,1833,True,True,True,True,True,True,True,3,3
forward,413,157,+,570,570,True,True,True,True,True,True,True,1,3
forward,144,497,+,641,641,True,True,True,True,True,True,True,2,3
forward,481,551,-,-70,-60,False,True,True,True,False,True,False,0,3
forward,0,162,+,162,162,True,True,True,True,True,True,False,0,3
forward,817,338,+,1155,1155,True,True,True,True,True,True,True,2,3
forward,442,23,+,465,465,True,True,True,True,True,True,False,0,3
forward,942,950,-,-8,-5,False,True,True,True,True,False,False,0,3
forward,686,239,-,447,447,True,True,True,True,True,True,True,1,3
forward,86,931,-,-845,-845,True,True,True,True,True,True,False,0,3
forward,221,6,+,227,227,True,True,True,True,True,True,False,0,3
forward,949,113,+,1062,1062,True,True,True,True,True,True,True,2,3
forward,987,473,-,514,514,True,True,True,True,True,True,False,0,3
forward,100,634,-,-534,-534,True,True,True,True,True,True,True,2,3
forward,206,282,-,-76,-76,True,True,True,True,True,True,True,1,3
forward,26,397,-,-371,-371,True,True,True,True,True,True,True,2,3
forward,890,540,-,350,350,True,True,True,True,True,True,False,0,3
forward,835,633,-,202,202,True,True,True,True,True,True,False,0,3
forward,423,806,+,1229,1229,True,True,True,True,True,True,True,1,3
forward,956,884,+,1840,1840,True,True,True,True,True,True,True,3,3
forward,745,679,+,1424,1424,True,True,True,True,True,True,True,3,3
forward,135,46,+,181,181,True,True,True,True,True,True,True,1,3
forward,596,695,-,-99,-99,True,True,True,True,True,True,False,0,3
forward,486,939,+,1425,1425,True,True,True,True,True,True,True,3,3
forward,775,2,+,777,777,True,True,True,True,True,True,False,0,3
forward,755,25,+,780,780,True,True,True,True,True,True,True,1,3
forward,523,986,-,-463,-463,True,True,True,True,True,True,True,2,3
forward,480,858,-,-378,-378,True,True,True,True,True,True,True,1,3
forward,6,18,-,-12,-1,False,True,True,True,False,False,True,1,2
forward,320,617,+,937,937,True,True,True,True,True,True,False,0,3
forward,765,82,+,847,847,True,True,True,True,True,True,True,1,3
forward,371,182,+,553,553,True,True,True,True,True,True,True,1,3
forward,647,590,-,57,57,True,True,True,True,True,True,True,1,3
forward,692,715,-,-23,-23,True,True,True,True,True,True,False,0,3
forward,762,12,+,774,774,True,True,True,True,True,True,False,0,3
forward,161,887,-,-726,-726,True,True,True,True,True,True,True,2,3
forward,147,979,-,-832,-832,True,True,True,True,True,True,True,2,3
forward,148,789,+,937,937,True,True,True,True,True,True,True,2,3
forward,320,919,-,-599,-599,True,True,True,True,True,True,True,1,3
forward,500,220,+,720,720,True,True,True,True,True,True,False,0,3
forward,299,822,+,1121,1121,True,True,True,True,True,True,True,3,3
forward,127,438,-,-311,-311,True,True,True,True,True,True,True,2,3
forward,65,993,+,1058,1058,True,True,True,True,True,True,True,2,3
forward,181,463,-,-282,-282,True,True,True,True,True,True,True,1,3
forward,55,229,+,284,284,True,True,True,True,True,True,True,1,3
forward,683,682,+,1365,1365,True,True,True,True,True,True,True,2,3
forward,932,973,+,1905,1905,True,True,True,True,True,True,True,2,3
forward,601,840,-,-239,-239,True,True,True,True,True,True,True,1,3
forward,13,237,-,-224,-224,True,True,True,True,True,True,True,2,3
forward,276,745,+,1021,1021,True,True,True,True,True,True,True,3,3
forward,540,167,-,373,373,True,True,True,True,True,True,True,2,3
forward,800,381,-,419,419,True,True,True,True,True,True,True,2,3
forward,410,873,-,-463,-463,True,True,True,True,True,True,True,2,3
forward,216,463,+,679,679,True,True,True,True,True,True,False,0,3
forward,742,890,+,1632,1632,True,True,True,True,True,True,True,2,3
forward,375,774,-,-399,-399,True,True,True,True,True,True,False,0,3
forward,661,268,-,393,393,True,True,True,True,True,True,True,2,3
forward,719,389,-,330,330,True,True,True,True,True,True,True,1,3
forward,843,539,-,304,304,True,True,True,True,True,True,True,1,3
forward,829,552,-,277,277,True,True,True,True,True,True,True,1,3
forward,346,243,+,589,589,True,True,True,True,True,True,False,0,3
forward,326,665,+,991,991,True,True,True,True,True,True,True,1,3
forward,358,724,+,1082,1082,True,True,True,True,True,True,True,2,3
forward,705,148,-,557,557,True,True,True,True,True,True,True,2,3
forward,230,758,-,-528,-528,True,True,True,True,True,True,True,2,3
forward,374,189,+,563,563,True,True,True,True,True,True,True,2,3
forward,424,443,-,-19,-19,True,True,True,True,True,True,True,1,3
forward,675,107,-,568,568,True,True,True,True,True,True,True,1,3
forward,366,708,-,-342,-342,True,True,True,True,True,True,True,1,3
forward,128,558,-,-430,-430,True,True,True,True,True,True,True,1,3
forward,2,523,+,525,525,True,True,True,True,True,True,False,0,3
forward,265,819,-,-554,-554,True,True,True,True,True,True,True,1,3
forward,367,448,-,-81,-81,True,True,True,True,True,True,False,0,3
forward,966,926,+,1892,1892,True,True,True,True,True,True,True,2,3
forward,195,20,-,175,175,True,True,True,True,True,True,False,0,3
forward,553,863,-,-310,-310,True,True,True,True,True,True,True,1,3
forward,855,34,+,889,889,True,True,True,True,True,True,False,0,3
forward,288,658,-,-370,-370,True,True,True,True,True,True,False,0,3
forward,532,888,-,-356,-356,True,True,True,True,True,True,True,2,3
forward,8,552,+,560,560,True,True,True,True,True,True,True,1,3
forward,265,259,-,6,3,False,True,True,True,True,False,False,0,3
forward,586,746,-,-160,-160,True,True,True,True,True,True,False,0,3
forward,900,392,-,508,508,True,True,True,True,True,True,True,2,3
forward,53,43,+,96,96,True,True,True,True,True,True,False,0,2
forward,492,933,-,-441,-441,True,True,True,True,True,True,True,1,3
forward,897,685,-,212,212,True,True,True,True,True,True,False,0,3
forward,891,837,-,54,54,True,True,True,True,True,True,False,0,3
forward,271,708,-,-437,-437,True,True,True,True,True,True,True,1,3
forward,215,65,+,280,280,True,True,True,True,True,True,True,1,3
forward,13,771,-,-758,-758,True,True,True,True,True,True,True,1,3
forward,91,959,+,1050,1050,True,True,True,True,True,True,True,3,3
forward,38,69,-,-31,-31,True,True,True,True,True,True,True,1,2
forward,848,233,-,615,615,True,True,True,True,True,True,False,0,3
forward,368,243,+,611,611,True,True,True,True,True,True,True,2,3
forward,289,177,-,112,112,True,True,True,True,True,True,False,0,3
forward,478,482,-,-4,-5,False,True,True,True,True,False,False,0,3
forward,217,276,-,-59,-59,True,True,True,True,True,True,True,1,3
forward,783,508,+,1291,1291,True,True,True,True,True,True,True,2,3
forward,97,632,-,-535,-535,True,True,True,True,True,True,False,0,3
forward,915,178,+,1093,1093,True,True,True,True,True,True,True,2,3
forward,693,587,-,106,106,True,True,True,True,True,True,True,1,3
forward,259,397,+,656,656,True,True,True,True,True,True,True,2,3
forward,763,542,-,221,221,True,True,True,True,True,True,False,0,3
forward,134,998,+,1132,1132,True,True,True,True,True,True,True,3,3
forward,777,824,+,1601,1601,True,True,True,True,True,True,True,3,3
forward,204,305,-,-101,-101,True,True,True,True,True,True,True,2,3
forward,402,945,-,-543,-543,True,True,True,True,True,True,True,2,3
forward,970,150,-,820,820,True,True,True,True,True,True,False,0,3
forward,898,76,+,974,974,True,True,True,True,True,True,True,2,3
forward,854,663,-,191,191,True,True,True,True,True,True,True,1,3
forward,901,821,+,1722,1722,True,True,True,True,True,True,True,1,3
forward,234,347,+,581,581,True,True,True,True,True,True,True,1,3
forward,726,762,-,-36,-36,True,True,True,True,True,True,True,1,3
forward,356,666,+,1022,1022,True,True,True,True,True,True,True,3,3
forward,640,613,-,27,27,True,True,True,True,True,True,False,0,3
forward,391,714,+,1105,1105,True,True,True,True,True,True,True,2,3
forward,874,178,-,696,696,True,True,True,True,True,True,True,2,3
forward,370,641,+,1011,1011,True,True,True,True,True,True,True,2,3
forward,618,541,-,77,87,False,True,True,True,False,True,True,1,3
forward,209,152,+,361,361,True,True,True,True,True,True,True,1,3
forward,223,369,+,592,592,True,True,True,True,True,True,True,1,3
forward,554,391,-,163,163,True,True,True,True,True,True,True,1,3
forward,562,236,-,326,326,True,True,True,True,True,True,True,1,3
forward,630,875,-,-245,-245,True,True,True,True,True,True,True,2,3
forward,414,469,-,-55,-55,True,True,True,True,True,True,True,1,3
forward,167,603,+,770,770,True,True,True,True,True,True,True,1,3
forward,773,976,+,1749,1749,True,True,True,True,True,True,True,2,3
forward,997,137,-,860,860,True,True,True,True,True,True,False,0,3
forward,143,731,+,874,874,True,True,True,True,True,True,False,0,3
forward,562,861,+,1423,1423,True,True,True,True,True,True,True,2,3
forward,749,738,+,1487,1487,True,True,True,True,True,True,True,2,3
